Id,Text,Trinary,Source
2115,"""looks like he was about to vomit when he said """"King deserves to be honored"""" must be hard to lie so much, he is following along in Bush's footsteps quite well.""",-1,
2116,only 2 comments? people miss the best music.,-1,
2117,The detective guy reminds me of that black guy whos in Street Kings..The one who stashed the money in his wall.,0,
2118,thats fair play but this is a last promise song this one :P,1,
2119,@Mr305aka BINGO!,0,
2120,i love the sound of whiskey sloshing in a glass container in the beginning,1,
2121,"""11:15 = """"while you're down there..."""" LOL""",1,
2122,"""I have no doubt that the feds will file suit if Proposition 19 passes, said Dale Gieringer, California director for the pro-legalization National Organization for Reform of Marijuana Laws.Yes On Prop. 19""",-1,
2123,Even tho am no with shelly.. lol,1,
2124,called sarcasm look it up,-1,
2125,does any one know where i can find season 2 episode naked babes. thanks,1,
2126,What a life story!,0,
2127,Qiu Yike has some nasty blocks,-1,
2128,Scotty is an annoying putz.,-1,
2129,i talkd to you on whitestripeslvr1 about the fraud,-1,
2130,There not fkin sniper lobbies u no people can snipe fkin hell so u disliked it,-1,
2131,Does anyone know? the name? of the piece of music used in the intro?,0,
2132,very cool!,1,
2133,"""wooohhhh come on the 80,s :)""",0,
2134,@OctalLord Means he's testing things,0,
2135,How does Arn Anderson not make this list? ,0,
2136,"""This speaker really wants to sound like Obama. """"Ah, Ah, Ah, Ah, Ah. fucking retard cant talk.""",-1,
2137,@dunno199 He just means a bundle of burning sticks.,-1,
2138,@xRabiedRoosteRx lol...me too :P,1,
2139,@meshowcauseme3,0,
2140,i'm literally crying right now.,-1,
2141,i could do that in my sleep,0,
2142,team garcia!!!,0,
2143,eshghe mane hameeeeeeeeed,0,
2144,"""Is his brain like a one track mind on repeat?He keeps saying """"Oh! I'm leaving bye!""""*six months pass*""""I'm leaving again people are sick!""""Seriously....../Facepalm""",-1,
2145,I love this song:)Play all the time on my Ipod,1,
2146,"""OH MY GOD ! That , If you don't mind me say ...was actually beautiful :')""",1,
2147,I have my first lesson today. This is very helpful!,1,
2148,i hope shes doing okaii <--- cutest thing ever!,1,
2149,He might see it. I'll post it on my wall.,0,
2150,"""Try making the program from scratch so we can follow along, add some annotations or commentary explaining what you are doing.""",0,
2151,"""Surprisingly good song! Even though I can't understand the lyrics, it has a catchy feel, and the music is pretty sharp for the time period. =^[.]^=""",1,
2152,army prints on a girl = lesbain,0,
2153,can you pleaseee make a quick tutorial of this song please? or at least show a top view of the keys and play it slow please? thanks i would really appreciate it,1,
2154,"""Neil is awesome, very talented! He has his bad ideas, but mostly rocks!!!""",1,
2155,The high notes are off and the harmonies are all over the place! :s,-1,
2156,nudity on youtube lol,1,
2157,"""Exactly, it's like a game of hot potato.""",1,
2158,"""i love this! those 2 r amazing! this was my first """"yaoi"""" viewing! i was 9 when i saw this!""",1,
2159,"""@youngbuck189 Wait, say what?""",0,
2160,5:58 was crazy!,-1,
2161,Some people are just cold hearted.,0,
2162,how do ya get the hack ??? i clicked on the link but i dont get wat u have 2 do after that can u help pleeeez!!!,-1,
2163,why the hell doesnt rockstar make updates anymore...,-1,
2164,Vince and Pete so attractive. Ande Gomez is such a terrific slimeball.,1,
2165,"""Your the best Dr. Duke thank's so much, God Bless you.""",1,
2166,"""The old megadrive games are the best. Personally, I am complete and utter *insert obscenity here* at the recent 3D games... :P""",1,
2167,and my dad moved out after christmas of 09.....,0,
2168,is there a way to change a pickgaurd to another one that has less screws than the one before without it looking weird??(I mean that it also covers less space than the one before.),-1,
2169,lol thsi video is so great!!! love the couple and great song!!!kinda lightens the resident evil mood!! hahaha,-1,
2170,whats up with fire cape and rune kite?,1,
2171,I AM KING,0,
2172,Go do stairs and ledges if ya can't do those than just quit skating,0,
2173,was it ham with pineapple? That's my favoriteAlso first place on this song is very impressive.,1,
2174,""":DD yaay! it rocks! awesome job, i just heard of this band, theyre not bad.""",1,
2175,i agree too,0,
2176,whats the sellers name on ebay,0,
2177,"""I cant see some of the words under """"excerpt from the instrument"""" but other than that 5/5""",0,
2178,@Wahofann yea but black ops is going to be better :),1,
2179,"""I like the lecture/essay style of your videos. It's very interesting, and a lot better for serious stuff then pretending to be RWJ and jumpcutting every 4 words (Which is fine for comedy I think)My opinion""",1,
2180,What a powerful video with powerful points. I can't wait to check out Walid Shoebat's new book!Ted,0,
2181,COOL mask! See the new movable masks that move with the movement of your own face! Click on the Brow Raisers link (left) to see more :-),1,
2182,@iliketodothat rofl. XD,1,
2183,"""I dc a lot during boss battles, specially ceo. Think: What would happen if you disconnect when the ceo is blinking red? It takes over an hour usually to get him there. ; A ; I get ticked off at my computer a lot...... Windows 7 is pretty suckish when it comes to toontown reliability....""",1,
2184,"""I love your videos, they are so informative thank you for sharing your beauty tips. Can you do a tutorial on how you do your eyebrows?""",1,
2185,is that the Geico caveman on guitar?,0,
2186,I like The Tempest and Different on In Silico and Set Me On Fire and The Fountain on Immersion... thats it... HYC is and will always be their best.,1,
2187,"""please, anything, don't take away my salad! i can have all the mixed greens i want? stop, i'm getting a chubby!""",1,
2188,dude i think thats the best one yet jk lmao,1,
2189,"""@rafikcc Revelation 8:9 """" and a third of the creatures that are in the sea which have souls died, and a third of the boats were wrecked"""".""",-1,
2190,@da324 Use cedar on the bottom too. Cedar on cedar works great especially western red cedar.,1,
2191,jojojolan-please post more info. do you need contents of specific cell? Do you need to pass that to a separate form? ,1,
2192,"""hey charles and alli, ive been on youtube a lot recently and ive been looking for things like ur show and when i finally started whatching i cant stop, anyways i have a question for Alli. Ur going to spain soon and i think u should do what u guys did in the south of the border trip and find a wall with a bunch of other stuff and write something like CTFxC FTW or whatever and see how many people would send u pics(besides im going to spain next year and i think it would be awesome to see that)""",1,
2193,why are pervs so ugly?,-1,
2194,@123wedo321 me 2 lol,1,
2195,Wonderful!,1,
2196,"""Who are the members of the band? Anyone know? Anyone? Please post info if you know. Great stuff, Hoagy was the best!""",1,
2197,"""I've never played a Megaman game in my life, yet I *still* love this. Excellent!""",1,
2198,"""We've got a little """"To Kill a Mockingbird"""" voyeurism going on in this episode!""",0,
2199,turn tape lol i love technology,1,
2200,sht i aint heard this s0ng ina hella l0ng ass tyme d0e!,0,
2201,This is ridiculous. Just turn off the game for half an hour.,-1,
2202,"""omg!! that man talks sooo slow, i understand he may have difficulty with the language perhaps but he is discussing English literature so i doubt it. its like spit it out man!!""",1,
2203,shout out cc..,0,
2204,where is the engsub,0,
2205,25 years later and I still crack up!,0,
2206,"""best movie ever made! the Godfather of Bollywood. All star cast, Raza Murad, Amjad Khan. Incredible!!!!""",1,
2207,*fingerpicking,0,
2208,"""1% of teens would cry if they saw Soulja Boy at the top of a skyscraper about to jump. Copy and paste this EVERYWHERE if you are in the 99% that would bring popcorn and shout """"Jump nigger!""""""",-1,
2209,Some awesome shots there dude. Bravo.,1,
2210,my school is doing this tonight!,0,
2211,"""I have to say, that was actually quite good. I liked it.""",1,
2212,i love ur hair :),1,
2213,da ast song iz frm dj hero ilyk dat fix up ahaha letz go,1,
2214,BP wants everyone to think they care about the ocean and the wildlife and US...but we all know what they REALLY care about $ Greedy assholes. Dont listen to these fake commercials with their sappy music. DONT BELIEVE IT!!,-1,
2215,"""do you guys live in pennsylvania cuz i know a kid who looks completely identical(not exagerating at all) to the kid on the red chair with the yellow chat and his brother looks a little like the red head kid, also, i know ive seen the black hair dude (with the blue chat) somewhere. I think they yellow chat dudes friend live across from my friends house and i got to the same karate school as theyellow chat and red head dude (if they are the same thing)""",1,
2216,This is Kate's favorite outfit.,1,
2217,"""I don't have a lace scarf, but it's got holes on the edge (to put ribbon in when I'm done blocking) and the rest is just garter stitch. But I don't know if I should block with a wire like this, or do it a different way...""",-1,
2218,435 are set for life while the rest of America won't get diddly from Social Security and may never be able to retire!,-1,
2219,Left 4 dead is a lot funner????,-1,
2220,Maybe Uncle Scrooge gave it to him?,0,
2221,YEAH REALLY...SHE ...was SWEET to ME...but i heard shes very ROUGH on people who work for her...another thing i find so AMAZING about her is...everyone is saying how UNOBTRUSIVE SHE IS..BUT SHES REEEEAAALLL TALL..SIX FEET 2 EASY....,-1,
2222,"""Hmmmm, do I have a demo.... I just might, but I should probably do a new... That is if it's still alright....""",0,
2223,"""LOL, I saw a thread that I started.""",1,
2224,"""kudos , om mani peme ho , free tibet and long live his holiness dalai lama ,""",0,
2225,please download end part of this fight,-1,
2226,"""the acting in this scene is brilliant and its just so emotional it makes me cry everytime,fantastic !""",-1,
